Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),SPACE1-1:Zone People Occupant Count [](Hourly),SPACE2-1:Zone People Occupant Count [](Hourly),SPACE3-1:Zone People Occupant Count [](Hourly),SPACE4-1:Zone People Occupant Count [](Hourly),SPACE5-1:Zone People Occupant Count [](Hourly),SPACE1-1:Zone Lights Total Heating Energy [J](Hourly),SPACE2-1:Zone Lights Total Heating Energy [J](Hourly),SPACE3-1:Zone Lights Total Heating Energy [J](Hourly),SPACE4-1:Zone Lights Total Heating Energy [J](Hourly),SPACE5-1:Zone Lights Total Heating Energy [J](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SPACE1-1 BASEBOARD:Baseboard Total Heating Rate [W](Hourly),SPACE3-1 BASEBOARD:Baseboard Total Heating Rate [W](Hourly) 
 04/04  13:00:00,1.8875,65.125,4.4125,320.,0.0,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,20.8934570808866,22.0597164453758,22.0008347786588,22.0391477807227,22.0020080064371,22.4691324442093,1319.43531473085,963.040312657825 
 04/04  14:00:00,1.7,68.875,3.975,345.,0.0,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,20.8962799378478,22.047012474906,22.0018527271314,22.028498902456,22.0019670117318,22.6976069375085,1014.59746362634,676.168815231903 
 04/04  15:00:00,1.325,74.375,3.6,160.,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.8941622287723,22.044378557818,22.0028444572572,22.0265696716486,22.0029562463385,23.0258385833714,968.254827469769,647.430433592474 
 04/04  16:00:00,0.7875,78.875,3.6,46.25,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.8381868191075,22.05479320722,22.0038891605186,22.0398505532223,22.0039878678243,22.92685292165,1185.59267188687,891.930779807897 
 04/04  17:00:00,0.225,84.375,2.975,50.,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.7111242423593,22.0667574119348,22.0037752878685,22.0564432668997,22.0039892971474,22.5695016750477,1477.09996134459,1218.24827745651 
 04/04  18:00:00,0.0,89.5,2.6,50.,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.2530225625316,22.8673662955692,23.5992463611604,23.0119404634927,23.6476837388074,24.7556086780368,0.0,0.0 
 04/04  19:00:00,0.0,88.5,2.6,43.75,0.0,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,19.8841462749584,22.0519450231752,22.7777794488993,22.2069162003056,22.8368664425229,24.5411849852054,0.0,0.0 
 04/04  20:00:00,-0.375,92.625,2.2875,27.5,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.3340640252302,20.5744663904363,21.011210173512,20.6956234844526,21.0617546624028,22.9560031934286,0.0,0.0 
 04/04  21:00:00,-0.6,92.875,0.7875,7.5,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,18.6717917109899,19.6496517696481,19.7504630839839,19.727873306158,19.7888859439713,21.6710017394399,0.0,0.0 
 04/04  22:00:00,-1.2875,96.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.02923603902,18.9774394066731,18.8059099451591,19.0317979492667,18.8396718380876,20.6766191912462,0.0,0.0 
 04/04  23:00:00,-1.325,96.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.4253159910743,18.5639394854664,18.2193591024293,18.601552553164,18.2509207347707,20.1929771726029,0.0,0.0 
 04/04  24:00:00,-2.85,98.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.8860594514668,18.2702734082126,17.8157790204008,18.3009027796455,17.8464759726558,19.9339009787079,0.0,0.0 
 04/05  01:00:00,-3.525,100.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.390771050664,18.0196682871124,17.4881191566367,18.0476626486903,17.518911515178,19.7431577993837,0.0,0.0 
 04/05  02:00:00,-3.675,100.,0.9375,137.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.9245400175895,17.8391881987866,17.2500459161992,17.8628050138726,17.2805681672299,19.5928906943334,0.0,0.0 
 04/05  03:00:00,-3.525,100.,1.875,270.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.5019520681232,17.6865078488261,17.0588207968798,17.707261672197,17.0892885604299,19.470734302119,0.0,0.0 
 04/05  04:00:00,-3.3,96.875,0.7875,112.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.1356324643237,17.602010092027,16.9494704862104,17.6225394224714,16.9791771829526,19.3714635979528,0.0,0.0 
 04/05  05:00:00,-3.675,95.625,0.9375,162.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.8320088573187,17.5291818656142,16.8653165722954,17.5533520787947,16.894570993526,19.2933003201341,0.0,0.0 
 04/05  06:00:00,-3.9,96.,0.5625,97.5,27.,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.5834877651528,17.4672544038766,16.9651512233648,17.5820319602312,16.8388200080198,19.2313203037703,0.0,0.0 
 04/05  07:00:00,-2.8375,90.375,0.9375,156.25,126.75,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.4611130172883,17.6096705456637,18.3868790532659,18.2489639134599,17.1347534184712,19.2170414031706,0.0,0.0 
 04/05  08:00:00,-0.825,75.75,2.1875,256.25,217.125,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.1562317873829,20.2447531124787,21.9051083275098,21.0573299745125,21.3967266639664,20.8246150459061,4125.39467590084,3884.88558679107 
 04/05  09:00:00,1.0625,64.,2.9125,260.,260.3125,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,17.8571027726282,22.0022177816035,21.6027411828341,22.001484629223,22.0017172840212,21.87389428268,1894.66049206754,1229.25976804588 
 04/05  10:00:00,2.7,58.5,4.725,291.25,219.,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,19.0098426457401,22.0186128916421,21.4612793702612,22.0085976687544,22.0023417083683,22.4792320626646,722.912730419499,271.494094835684 
 04/05  11:00:00,2.9875,60.125,5.7,291.25,46.6875,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.024185623661,22.0115409306356,21.475005532442,22.0026095116859,21.7854268059767,23.1987661152789,440.569987617087,42.0198636808363 
 04/05  12:00:00,3.1125,58.875,5.3875,280.,21.375,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,20.7366016185176,22.0008787889677,21.7310964550422,22.0010951967836,21.8719285042845,23.2428285025734,512.26606377738,104.23476192737 
 04/05  13:00:00,3.9875,53.25,5.5125,305.,23.625,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,21.1091622958651,22.0314911878715,21.9986016068077,22.0155008032988,22.001881002185,22.8223264386938,773.834004827248,367.607559479867 
 04/05  14:00:00,4.775,49.125,6.0125,313.75,1.875,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,21.296751377202,22.0133751529995,21.9310149305263,22.0037136537089,22.0014394647985,23.276443701241,427.381005912364,107.721066633791 
 04/05  15:00:00,4.625,48.,6.2,297.5,3.375,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.385098629494,22.0186331424392,22.0021061150516,22.0050745617396,22.002283641861,23.636750505133,379.040830544333,100.535522911088 
 04/05  16:00:00,4.775,48.,4.8875,308.75,13.5,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.3686483940295,22.0170657106588,22.0021827765475,22.0063621407273,22.0022161347126,23.6194848601973,365.21377660555,113.010820513476 
 04/05  17:00:00,3.625,54.875,4.4125,163.75,31.125,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.30022891422,22.0339458106937,22.0027703636441,22.0220861829751,22.0026734428784,23.2832520835974,729.842108195894,544.105042681371 
 04/05  18:00:00,2.425,60.875,3.0375,51.25,120.,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.0452186217671,23.6347813759443,24.1951192930175,23.3395327413681,25.2757161436149,25.1570407632855,0.0,0.0 
 04/05  19:00:00,2.2,62.,1.725,240.,10.,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,20.820405287808,22.8377487711667,23.3684671365009,22.6513151342834,24.5311044868843,24.8496480505803,0.0,0.0 
 04/05  20:00:00,1.2,68.875,3.8125,172.5,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,20.2982858375847,21.1729799952225,21.5427843616551,21.117849384615,22.2520691182982,23.2738393349651,0.0,0.0 
 04/05  21:00:00,0.225,72.375,3.575,66.25,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.5974604657887,20.0029567923122,20.0969632500723,19.9700157866482,20.5089560783913,21.9716970293253,0.0,0.0 
 04/05  22:00:00,0.0,70.125,2.2875,70.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.8685301991546,19.2516443326254,19.089780020779,19.251422806025,19.3370129081036,20.9336383548044,0.0,0.0 
 04/05  23:00:00,-0.6875,73.375,0.7875,26.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.1788918824736,18.8082117971399,18.4875712755025,18.8211583848271,18.6425426583793,20.3719950994705,0.0,0.0 
 04/05  24:00:00,-1.7875,80.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.5627377949727,18.4888383788508,18.059987244851,18.5058294010893,18.1630131854113,20.0890995107301,0.0,0.0 
 04/06  01:00:00,-2.2,83.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.9997283653226,18.2387258091474,17.7320876691065,18.2551886432666,17.8048224583072,19.8818785695817,0.0,0.0 
 04/06  02:00:00,-2.575,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.487707828035,18.0494611871438,17.4877050874437,18.0654002222799,17.5424590624959,19.7197336533037,0.0,0.0 
 04/06  03:00:00,-2.425,84.5,0.9375,193.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.031643025021,17.8960117300707,17.2970018827889,17.9112775334536,17.3411591787313,19.5891368830479,0.0,0.0 
 04/06  04:00:00,-2.575,83.,0.5625,116.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.6339275894263,17.7798740875689,17.1521920799192,17.7921965578133,17.1899906763623,19.4824175315248,0.0,0.0 
 04/06  05:00:00,-3.1125,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.2954929292389,17.6781883226112,17.0269228033401,17.6884819779652,17.0612165746498,19.3952242132693,0.0,0.0 
 04/06  06:00:00,-2.9875,84.5,0.9375,187.5,72.5625,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,15.0122611059344,17.6123707572612,17.262235777286,17.7918260490449,16.998166254267,19.3245651853732,0.0,0.0 
 04/06  07:00:00,-1.425,74.25,1.5,318.75,324.1875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,14.903568699468,17.7960574088446,19.5882836078751,18.8166193776671,17.3423574533371,19.3217659006638,0.0,0.0 
 04/06  08:00:00,0.8375,59.,1.875,130.,517.6875,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.6532789662495,20.7025812702686,21.9933115771985,21.6447418179553,21.5649216468955,21.1317166626324,4093.84477740295,3537.10896668732 
 04/06  09:00:00,2.0125,51.75,0.7875,3.75,592.1875,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,18.3332319579634,21.9999971254638,22.0749358839255,22.0020222986772,22.0027057794127,21.749617565275,1563.39702717757,879.364151423438 
 04/06  10:00:00,2.575,46.625,1.3125,31.25,701.625,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,19.7035165872295,22.0023068796332,23.7282668900082,22.0021930317617,22.0023816262053,22.6179004523494,532.793888792258,186.76630005236 
 04/06  11:00:00,4.175,42.75,3.0375,75.,714.3125,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,21.0370771994134,22.1027131177755,24.0012492367878,22.3128394320955,21.7422234549801,23.549055253535,35.4357921871087,0.0 
 04/06  12:00:00,4.625,44.5,3.6,83.75,659.6875,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,22.0401798888917,22.2288093391334,23.766308472819,22.5330496674746,21.8230416763252,23.8163622385625,0.0,0.0 
 04/06  13:00:00,5.15,46.,4.225,111.25,736.5625,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,22.6599581215155,22.0065716420566,22.2232826211096,22.0645897901816,21.9949344333851,23.3576405780045,135.594784207837,6.86769495631085 
 04/06  14:00:00,5.9125,44.125,4.2875,142.5,721.8125,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,23.0811995138403,22.4464056639174,21.6058833387072,22.477987043741,21.7538339587284,23.7938339548088,0.0,0.0 
 04/06  15:00:00,6.1,43.,5.725,125.,681.6875,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,23.4922697229948,23.2425072625009,21.5495350668204,22.9907491104199,21.9891324389809,24.0019051182519,0.0,0.0 
 04/06  16:00:00,5.7875,43.625,5.7625,116.25,526.75,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,23.755172358063,23.5965857544141,21.6564474918403,22.9132425206186,22.7222761558501,24.001691801307,0.0,0.0 
 04/06  17:00:00,5.6,42.75,5.825,132.5,376.5625,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,23.6894049193103,23.2834493377568,21.979422132199,22.3280701138108,22.7355841430052,24.0019238910032,0.0,0.0 
 04/06  18:00:00,4.5375,43.875,6.2,133.75,241.5,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,23.6629831106318,25.1795661569224,24.7277490254146,24.0049134474364,27.5905484746608,25.9297178373124,0.0,0.0 
 04/06  19:00:00,2.525,53.125,5.8875,142.5,18.125,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,23.2833412714264,24.1242985481223,23.9912944724392,23.3137620880885,26.6016308755386,25.6112587573015,0.0,0.0 
 04/06  20:00:00,1.0125,64.875,5.3875,150.,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,22.4124157313271,22.1008789224941,22.0646814463121,21.6663870217775,23.673853070661,23.9680909570903,0.0,0.0 
 04/06  21:00:00,0.6,69.,4.2,156.25,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,21.3213178656202,20.556794552889,20.4849818816889,20.3666198539093,21.43193951599,22.5597036473184,0.0,0.0 
 04/06  22:00:00,1.6,59.,4.6,160.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,20.2420358276447,19.6074705885909,19.3944268815104,19.5192534082551,19.9320285036525,21.3609115669326,0.0,0.0 
 04/06  23:00:00,2.8875,50.5,5.5125,166.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.3208213408765,19.1739991894455,18.8411986818214,19.1343298113712,19.1739160024362,20.6895962372765,0.0,0.0 
 04/06  24:00:00,2.9875,49.,7.95,170.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.5984487587016,18.9010661298391,18.5050858311401,18.888433768827,18.7118040669802,20.3281665738951,0.0,0.0 
 04/07  01:00:00,2.8,49.,7.675,176.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.0316900481881,18.6862605880942,18.259243041384,18.6921405272224,18.3918599802764,20.1087083336032,0.0,0.0 
 04/07  02:00:00,2.8625,48.375,6.3875,186.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.554273339517,18.5410901147201,18.0913223524922,18.5546595009714,18.1777451267744,19.9476641867278,0.0,0.0 
 04/07  03:00:00,2.8375,46.75,5.8875,190.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.1524121674273,18.4308314716694,17.9650820640708,18.4482323462711,18.0247057074438,19.8256824618468,0.0,0.0 
 04/07  04:00:00,2.8,46.,6.325,190.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.8160810974802,18.340187021731,17.8640349594881,18.35998680647,17.9082766843527,19.7311176139436,0.0,0.0 
 04/07  05:00:00,2.8,49.125,7.0125,183.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.5319707632663,18.2623521181814,17.7778318526871,18.2822827909362,17.8132506441555,19.6555869492149,0.0,0.0 
 04/07  06:00:00,3.1125,49.75,6.8875,186.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.2943859420262,18.218911927637,17.7378181277781,18.2438819511869,17.7675359721938,19.5944379204028,0.0,0.0 
 04/07  07:00:00,2.9875,55.25,6.075,190.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,16.1223105218206,18.2504523027613,17.8561395377756,18.3258505144576,17.8770111100408,19.5538933417304,0.0,0.0 
 04/07  08:00:00,2.1125,72.75,4.7,190.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.3434543394007,20.7533645898866,21.7027265955709,20.882540595724,21.7467524138112,21.3347485844189,4055.36824627203,3924.77566294824 
 04/07  09:00:00,1.7,85.375,5.1,190.,0.0,11.,5.,11.,5.,20.,5132160.,2216160.,5132160.,2216160.,9603360.,18.4122726255437,22.074731188552,22.0029553604758,22.0702264817131,22.0032489781452,21.6154736762511,2367.94616650136,2058.93465214026 
 04/07  10:00:00,2.0125,86.125,6.0125,183.75,0.0,11.,5.,11.,5.,20.,5417280.,2339280.,5417280.,2339280.,10136880.,18.9028639010063,22.0337525120543,22.0029801383796,22.0272066663868,22.003043605127,22.3274738606198,1536.26062088975,1220.28957630246 
 04/07  11:00:00,2.575,87.5,5.2,180.,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,19.272815255494,22.0613628089389,22.0026368017859,22.0471216417767,22.0026846688995,22.8838006320823,1295.88130259397,964.039523773289 
 04/07  12:00:00,3.4875,91.5,5.2875,180.,0.0,8.8,4.,8.8,4.,16.,5417280.,2339280.,5417280.,2339280.,10136880.,19.5462561049218,22.0573517763032,22.0017796023655,22.0433215939959,22.0017989049761,22.9490206793205,1224.25576981076,885.783409846132 
 04/07  13:00:00,4.5875,93.,5.7,180.,0.0,4.4,2.,4.4,2.,8.,4561920.,1969920.,4561920.,1969920.,8536320.,19.7427068383518,22.0559120226111,22.0012168156903,22.0425448279484,22.0010956983717,22.5389213759256,1197.27611352495,882.497817366348 
 04/07  14:00:00,5.375,94.875,5.3875,180.,0.0,8.8,4.,8.8,4.,16.,5132160.,2216160.,5132160.,2216160.,9603360.,19.9938802436179,22.0309426569843,22.0009295192788,22.0167225122873,22.0009503003483,22.9941671844739,644.885417346948,326.744313907388 
 04/07  15:00:00,5.9125,94.125,4.825,180.,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.3475981499492,22.0179588858193,22.001722620299,22.0045004199602,22.0018070084487,23.5231872609328,357.444726973142,61.5951498302791 
 04/07  16:00:00,6.1,93.,3.6625,180.,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.6470373507796,22.0176133071352,22.0020304592978,22.0051712277976,22.0021071319919,23.6299612412571,355.592493288419,83.2279589591248 
 04/07  17:00:00,6.475,90.5,2.7875,180.,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.8298566013845,22.0250723734028,22.0022830825252,22.0147173011975,22.0023521882603,23.4670691763157,511.028626381901,293.076652198867 
 04/07  18:00:00,7.0125,87.125,2.2875,180.,0.0,11.,5.,11.,5.,20.,5702400.,2462400.,5702400.,2462400.,10670400.,20.6483189155529,23.2706663413631,24.2616440948107,23.409073678391,24.3130656312418,25.2251031521476,0.0,0.0 
 04/07  19:00:00,7.575,83.5,2.725,198.75,0.0,5.5,2.5,5.5,2.5,10.,3421440.,1477440.,3421440.,1477440.,6402240.,20.5622846574897,22.7424096545367,23.6311455660536,22.8824728426206,23.701409059825,24.7678469951354,0.0,0.0 
 04/07  20:00:00,8.1125,82.625,3.4125,216.25,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,20.2711090406553,21.4679144223942,22.080765315299,21.5745290708708,22.1313207632915,23.2315654612083,0.0,0.0 
 04/07  21:00:00,8.675,84.875,4.9125,213.75,0.0,1.1,0.5,1.1,0.5,2.,1140480.,492480.,1140480.,492480.,2134080.,19.8676308594919,20.5181907887561,20.8670536389262,20.5892227067489,20.9058922468724,22.028395633323,0.0,0.0 
 04/07  22:00:00,8.9,90.375,6.0125,210.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.4573858279736,19.9001207695307,19.9544200158387,19.9461580778393,19.9833694907593,21.1066652981489,0.0,0.0 
 04/07  23:00:00,9.2125,91.125,6.5125,210.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,19.0825654220622,19.580384297261,19.4998264475605,19.6153173249183,19.5221946309477,20.5805517807721,0.0,0.0 
 04/07  24:00:00,9.4,90.,6.075,210.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.7630849072116,19.4025033000056,19.2377143886849,19.4304515432538,19.2568887911041,20.332840038383,0.0,0.0 
 04/08  01:00:00,9.0875,91.875,4.3875,203.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.5076368856749,19.40754904779,19.2326534154226,19.4339261106563,19.2501599719512,20.3666664446456,0.0,0.0 
 04/08  02:00:00,8.9,93.,3.2875,212.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.3053499988639,19.3793438227327,19.1953241329879,19.4046491313844,19.2120311892638,20.3648379071628,0.0,0.0 
 04/08  03:00:00,8.9,93.,2.1,207.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.1282472158509,19.3463571043199,19.1543838624368,19.37013128457,19.170510755647,20.3220630231136,0.0,0.0 
 04/08  04:00:00,8.9,93.,1.875,206.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.9774956001182,19.3186667613554,19.1207525499432,19.3410792109195,19.1364782171468,20.280102154161,0.0,0.0 
 04/08  05:00:00,8.525,93.,0.7875,78.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.8499085914842,19.2851034812154,19.0820315698306,19.3068780486124,19.0977022337646,20.2435576657637,0.0,0.0 
 04/08  06:00:00,8.3,97.375,1.3125,87.5,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.7386824093887,19.2552596481903,19.0600005394291,19.2848435914292,19.0739276255787,20.2174157211045,0.0,0.0 
 04/08  07:00:00,8.675,97.5,2.725,146.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.660376555039,19.305066243065,19.2324257454624,19.4013559029254,19.2193017705403,20.2037547375663,0.0,0.0 
 04/08  08:00:00,9.2125,96.625,1.1625,56.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.6493612430682,19.4030397283416,19.4418613411198,19.5508260245653,19.4337097668983,20.2112281410877,0.0,0.0 
 04/08  09:00:00,9.4,98.875,2.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.7237477254197,19.5163085599304,19.6869109182124,19.7202134481064,19.6763763551865,20.2380653575991,0.0,0.0 
 04/08  10:00:00,9.775,97.5,4.225,150.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.8600265507606,19.5953420839725,19.8904911574537,19.8449189685017,19.876110303211,20.2895045150502,0.0,0.0 
 04/08  11:00:00,10.375,98.5,3.6625,150.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,17.982671712932,19.5791778457045,20.0156775490969,19.871646650172,19.995051894466,20.3429012850318,0.0,0.0 
 04/08  12:00:00,10.6,100.,3.1,143.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.0148810367583,19.6171750316664,20.1147237093395,19.9300650965024,20.0926286833587,20.3792684037214,0.0,0.0 
 04/08  13:00:00,10.9125,98.125,2.7875,121.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.0341199201222,19.6443040557588,20.1762426407658,19.9704731934478,20.158646017709,20.4032408990786,0.0,0.0 
 04/08  14:00:00,11.1,98.875,3.225,78.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.0596524207944,19.6749821247679,20.2240308043907,20.0076889447505,20.2151133343791,20.422247694567,0.0,0.0 
 04/08  15:00:00,11.1,100.,2.975,78.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.0991085078327,19.784265568731,20.278801929554,20.0980198836713,20.2777416230447,20.438536428331,0.0,0.0 
 04/08  16:00:00,10.7875,100.,2.9125,71.25,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.2079382474262,19.8386639938486,20.2959637137569,20.1316769231343,20.3061101319013,20.4615398305438,0.0,0.0 
 04/08  17:00:00,10.6,100.,2.7875,53.75,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.3476595704498,19.78770627274,20.1588650438771,20.0305951383099,20.168871878819,20.4845706632777,0.0,0.0 
 04/08  18:00:00,10.6,100.,2.6,25.,0.0,0.0,0.0,0.0,0.0,0.0,285120.,123120.,285120.,123120.,533520.,18.409041636532,19.7040412052276,19.9370139275418,19.8782648398245,19.947564130719,20.481905300477,0.0,0.0 
